id,status_group
37414,non functional
10722,functional
41787,functional
45190,functional
9604,non functional
47715,functional
38934,functional
6444,functional needs repair
18174,non functional
36756,non functional
68543,functional
11775,non functional
12058,functional
48714,functional
52679,functional needs repair
23704,non functional
48811,functional
10541,functional
72560,functional
31915,functional
53960,functional
29446,functional needs repair
26128,non functional
23103,non functional
16615,functional
4272,functional
28720,non functional
68353,non functional
73798,functional
9175,non functional
63050,non functional
27870,functional
36256,non functional
26353,functional
24430,non functional
62751,non functional
7964,non functional
56958,functional needs repair
51602,non functional
15665,functional
64059,functional
40087,functional
64304,functional
4818,non functional
46095,functional
6049,functional needs repair
18229,functional
14411,functional needs repair
30558,functional
60796,functional needs repair
50379,non functional
37059,non functional
2557,functional needs repair
5290,non functional
38997,functional
47392,non functional
44115,functional needs repair
9614,functional needs repair
47370,functional
62246,functional
69833,functional
10664,non functional
66315,functional
17913,functional needs repair
13550,functional
56950,non functional
19300,functional needs repair
13319,non functional
72985,functional
67104,non functional
28893,non functional
26006,functional
63817,non functional
1111,functional
9615,non functional
16306,functional
67730,functional
16675,functional
69371,functional
58484,functional
28451,functional
42797,functional
1178,functional
24421,non functional
29014,functional
12359,functional
18971,non functional
44017,functional
15187,non functional
10338,functional
58504,non functional
38726,functional needs repair
62744,non functional
67296,functional
55558,functional
36126,functional
69422,functional
54150,non functional
27187,functional
73170,functional needs repair
4394,functional
39962,non functional
71858,functional
60606,functional
30365,functional
73121,non functional
54644,functional
26638,functional
36329,functional
34345,functional
2318,non functional
71715,non functional
73103,functional needs repair
2185,functional
46575,non functional
20042,non functional
61107,functional
65645,functional
18053,functional
56921,functional
6111,functional
17409,functional needs repair
33077,non functional
2519,functional
13495,functional
32596,functional
27621,functional
60094,non functional
56362,non functional
34672,non functional
34476,functional needs repair
50728,functional
14821,functional needs repair
52174,functional
7291,non functional
73044,non functional
14159,non functional
19526,functional
11163,non functional
41706,non functional
14363,non functional
19333,functional
1677,non functional
40762,non functional
38982,functional
7718,functional
72846,functional
50181,functional
7514,non functional
50117,non functional
20636,functional
44462,functional
68800,functional
57173,non functional
62350,non functional
70546,functional needs repair
6529,non functional
21442,functional
1257,functional
40064,functional
7899,non functional
62371,functional needs repair
45488,non functional
46077,functional needs repair
49472,functional
41199,functional needs repair
8261,non functional
72051,functional
11563,non functional
53759,functional
73457,non functional
51295,functional
43493,functional
66826,non functional
44407,functional
28047,non functional
50342,functional
55775,non functional
6789,functional
6473,non functional
55749,functional
54895,functional
25079,functional
3737,non functional
19823,functional
36578,functional
66180,functional needs repair
17114,functional needs repair
10824,functional
32974,functional
47691,non functional
26392,functional
14786,non functional
34188,non functional
13881,non functional
43786,functional
67567,non functional
46747,functional
58369,functional
58889,functional needs repair
48708,non functional
33600,non functional
63862,functional
43283,non functional
27564,non functional
58996,non functional
52645,functional
64953,functional
4202,functional
22617,non functional
